Departamento,Fechas,Lugar,Festividades
Puno,3 de enero,Yunguyo,Fiesta de El Dulce Nombre de Jesús
Puno,6 de enero,Ilave,Fiesta de Alasitas
Puno,18 de enero,Isla Amantani,Fiesta de la pachamanca
Puno,18 de enero,Isla Amantani,Fiesta de la pachamanca
Puno,2-11 de febrero,Puno,Fiesta de la Virgen de la Candelaria
Puno,Febrero,Toda la región,Carnavales
Puno,Marzo (móvil),Toda la región,Semana Santa
Puno,2-4 de mayo,Puno,Fiesta de las Alasitas
Puno,3 de mayo,Toda la región,Fiesta de las Cruces
Puno,28 de mayo,Diversas provincias,Fiesta del Espíritu Santo
Puno,16 de junio,Pucará,"Fiesta de Pucará y escenificación
del Jatun Nakaq"
Puno,24 de junio,Toda la región,Fiesta de San Juan
Puno,24 de junio,Diversas provincias,Fiesta del Inti Raymi
Puno,29 de junio,"Juli, Acora, Zepita",Fiesta del patrón de San Pedro
Puno,16 de julio,"Pomata, Lampa",Fiesta de la Parona Virgen del Carmen
Puno,24-26 de julio,"Isla Taquile, Pomata, Santiago de pupuja",Fiesta del Patrón Santiago
Puno,6 de agosto,Yunguyo,Fiesta de la Virgen de Asunción
Puno,8 de setiembre,Chucuito,Fiesta de la Virgen de la Natividad
Puno,24 de setiembre,Diversas provincias,Fiesta de la Virgen de las Mercedes
Puno,Setiembre (móvil),Sillustani,Fiesta de Cápac Ccolla
Puno,Octubre (móvil),Pomata,Fiesta de la Virgen del Rosario
Puno,10 de octubre,Yunguyo,Yunguyo Fiesta de San Francisco de Borja
Puno,1 de noviembre,Toda la región,Fiesta de todos los Santos
Puno,4 de noviembre,Puno,Aniversario de la fundación de Puno
Puno,4 de diciembre,Chucuito,Feria de las Alasitas
Puno,8 de noviembre,Lampa,Festival de Santa Lucía
Puno,22-28 de diciembre,Puno,Feria de miniaturas
Puno,25 de diciembre,Toda la región,Navidad
San Martin,Febrero o marzo,Lamas,Carnaval y junshía o matrimonio nativo
San Martin,Fecha movible,Mariscal Cáceres (Juanjuí),Carnaval
San Martin,25 de abril,San Martín,Fiesta Patronal de Santo Toribio de Morgrovejo.
San Martin,Junio,Moyobamba,Corpus Christi
San Martin,13 de junio,San Antonio,Danza Negros.
San Martin,24 de junio,Moyobamba,San Juan.
San Martin,29 de junio,Moyobamba,San Pedro.
San Martin,14-20 de julio,Huallaga(Tarapoto),Semana Turística.
San Martin,16 de julio,Lamas,Fiesta Patronal de la Virgen del Carmen.
San Martin,26 de julio,Moyobamba,Santa Ana.
San Martin,Julio y agosto,Lamas,Fiesta de la Santa Cruz de los Motilones.
San Martin,14-22 de agosto,"San Martín, Tarapoto","Fundación española de Tarapoto
(1782)"
San Martin,30 de agosto,"Lamas, Moyobamba",Fiesta Patronal de Santa Rosa.
San Martin,8 de setiembre,Lamas (Tabalosos,Nuestra Señora de la Natividad.
San Martin,14 de agosto,San Martín,Creación del departamento de San Martín.
San Martin,17-28 de setiembre,Mariscal Cáceres,Fiesta Patronal.
San Martin,18-28 de setiembre,Rioja,"Fundación española de Rioja (1772).
Fecha central: 22."
San Martin,1 de noviembre,Huallaga (Saposoa),Todos los Santos
Tacna,2 de febrero,"Tacna, Sama",Virgen de la Candelaria.
Tacna,febrero o marzo,Movible,"Carnavales. Bailes tipicos y danzas en diversos
poblados del departamento."
Tacna,19 de marzo,Pachia,Fiesta de San Jose.
Tacna,Abril,Movible,Semana Santa. Peregrinacion al cerro Intiorco.
Tacna,24 de abril,Tarata,Feria Agropecuaria.
Tacna,30 de abril,Tarata,Festival del Maiz y la Papa.
Tacna,Mayo,Todo el mes,Fiesta de las Cruces.
Tacna,26 de mayo,Tacna,Aniversario de la Batalla del Alto de la Alianza.
Tacna,4 de junio,Tarata,Festival de San Benedicto.
Tacna,7 de junio,Tacna,Aniversario de la Batalla de Arica.
Tacna,20 de junio,Tacna,"Homenaje al primer grito de libertad lanzado
por Jose Antonio de Zela."
Tacna,23 de junio,Tacna,Vispera de la Fiesta de San Juan.
Tacna,6 de julio,Tacna,Fiesta de la Virgen de la Esperanza.
Tacna,16 de julio,"Cairani, Candarave",Nuestra Señora del Carmen.
Tacna,Movible,"Pocollay, Tacna",Festival de la Uva y el Vino. Festival del Olivo.
Tacna,30 de julio,Ticaco,Fiesta del Comayle.
Tacna,4 de agosto,Ticaco,Fiesta de Santo Domingo.
Tacna,5 de agosto,Tacna,Virgen de Copacabana
Tacna,6 de agosto,Candarave,La Virgen de las Nieves.
Tacna,27 de agosto,Tacna,Ofrenda de la Juventud Tacneña.
Tacna,28 de agosto,Tacna,"Semana de Tacna. Procesion de la Bandera. Feria
Agropecuaria, Industrial y Artesanal."
Tacna,1 de setiembre,Tarata,Aniversario de Tarata.
Tacna,8 de setiembre,"Quilahuani, Candarave",Virgen de la Natividad.
Tacna,14 de setiembre,Tacna,"Peregrinacion al Santuario del Señor
de Locumba."
Tacna,24 de setiembre,"Candarave, Pocollay",Festividad de Nuestra Señora de las Mercedes.
Tacna,3 de octubre,Calana,Fiesta de la Virgen del Rosario.
Tacna,7 de octubre,Tacna,"Fiesta de la Virgen del Rosario, Patrona de
Tacna."
Tacna,15 de octubre,Tacna,Semana Turistica de Tacna.
Tacna,27 de noviembre,"Las Yaras, Sama",Feria Agropecuaria y Artesanal.
Tacna,8 de diciembre,Sama,Festival de la Virgen de las Peñas.
Tumbes,01 de enero,Tumbes (barrio de Bellavista),Celebración popular del Año Nuevo
Tumbes,07 de enero,Tumbes,"Aniversario de la Declaración de Independencia
 de Tumbes Aniversario del distrito"
Tumbes,11 de enero,Zarumilla (Papayal-La Palma),Fiesta patronal
Tumbes,30 de mayo,Zarumilla (Aguas Verdes),Fiesta patronal
Tumbes,18 de junio,"Tumbes (La Cruz, Pampas de Hospital)",Aniversario del distrito
Tumbes,29 de junio,Tumbes y Zorritos,San Pedro y San Pablo
Tumbes,20 de agosto,Tumbes (San Jacinto),Fiesta patronal de San Jacinto
Tumbes,30 de agosto,Zarumilla (Matapalo),Santa Rosa de Lima
Tumbes,04 de setiembre,Tumbes (Pamapas de Hospital-Cabuyal),Virgen de las Mercedes
Tumbes,08 de setiembre,Zarumilla,Fiesta patronal de la Virgen del Perpetuo Socorro
Tumbes,21-27 de setiembre,Tumbes,Semana Turística de Tumbes
Tumbes,24 de setiembre,Contralmirante Villar (Zorritos),La Virgen de las Mercedes
Tumbes,28 de octubre,Zarumilla,Fiesta patronal
Tumbes,13 de noviembre,Tumbes (Pampas de Hospital),Fiesta patronal de la Virgen del Perpetuo Socorro
Tumbes,24 de noviembre,Tumbes (San Jacinto),Aniversario del distrito
Tumbes,25 de noviembre,Todo Tumbes,Aniversario del departamento
Tumbes,25 de noviembre,Zarumilla y Contralmirante Villar s,Aniversario de la provincia.
Tumbes,Última semana,Zarumilla (Papayal).,Fiesta patronal
Tumbes,1-15 de diciembre,"Fiesta de integración Peruano-Ecuatoriana
 en honor de la Virgen de la Inmaculada",
Tumbes,02 de diciembre,Zarumilla (Aguas Verdes-Pocitos),Fiesta patronal
Tumbes,8 de diciembre,Tumbes,Fiesta de la Inmaculada Concepción
Tumbes,Segundo domingo,Zarumilla (Matapalo),Fiesta patronal
Ucayali,15-21 de febrero,Ucayali,Fiestas de carnavales
Ucayali,07 de enero,Tumbes,"Aniversario de la Declaración de Independencia
de Tumbes Aniversario del distrito"
Ucayali,13 de mayo,Pucallpa,Festividad de la Virgen María o la Peregrina
Ucayali,24 de junio,Región Amazónica,Fiesta de San Juan
Ucayali,10-17 de octubre,Pucallpa,Semana de Pucallpa
