Departamento,Título,Resumen,Sección,Fecha,Enlace
Pasco,Pasco: Choque entre combi y tráiler deja ocho personas fallecidas | VIDEO,Las autoridades indicaron que entre las víctimas mortales se encuentran menores de edad y la exalcaldesa del distrito de Ticlayacan.,Pasco,20/05/2024,https://elcomercio.pe/peru/pasco/pasco-choque-entre-combi-y-trailer-deja-ocho-personas-fallecidas-video-ultimas-noticia/
Piura,El caso de lepra en Piura se habría incubado durante 17 años: un diagnóstico que sorprende,"El Comercio pudo conocer por fuentes médicas de Piura que el hombre se habría contagiado, al parecer, durante un viaje que realizó hace casi dos ...",Sucesos,13/06/2025,https://elcomercio.pe/lima/sucesos/lepra-en-el-peru-cinco-claves-sobre-el-primer-caso-en-piura-y-la-alerta-de-vigilancia-epidemiologica-noticia/
Piura,Fiscalía investiga denuncia por presunto sacrificio de perros sanos en la Universidad Nacional de Piura,El Ministerio Público inició diligencias preliminares tras una denuncia sobre el uso de perros aparentemente sanos en prácticas académicas de la ...,Piura,12/06/2025,https://elcomercio.pe/peru/piura/fiscalia-investiga-denuncia-por-presunto-sacrificio-de-perros-en-la-universidad-nacional-de-piura-ultimas-noticia/
Piura,¡A lo grande! Atlético Grau de Piura tendrá un estadio de clase mundial y moderna construcción costará cerca de S/200 millones,El Gobierno Regional de Piura renueva su compromiso con el deporte y la identidad local a través de la reconstrucción del Estadio Miguel Grau.,Fútbol peruano,12/06/2025,https://elcomercio.pe/deporte-total/futbol-peruano/a-lo-grande-atletico-grau-de-piura-tendra-un-estadio-de-clase-mundial-y-moderna-construccion-costara-cerca-de-s200-millones-liga-1-noticias-noticia/
Piura,Piura: autoridades confirman primer y único caso de lepra en la región,"Dr. César Guerrero, infectólogo y vocero de la Diresa, brinda detalles sobre el caso de lepra reportado en Piura. Según se conoció, se trata de u...",País,11/06/2025,https://elcomercio.pe/videos/pais/autoridades-confirman-primer-caso-de-lepra-video-nnav-tvpe-piura-region-diresa-noticia/
Piura,Piura: confirman primer caso de lepra y activan vigilancia epidemiológica,"La enfermedad no está catalogada como “altamente contagiosa”, según especialistas.",Piura,11/06/2025,https://elcomercio.pe/peru/piura/confirman-primer-caso-de-lepra-y-activan-vigilancia-epidemiologica-ultimas-noticia/
Piura,Piura: cámaras captan brutal robo de pertenencias a mujer,"Una mujer vivió momentos de terror al ser arrastrada por el asfalto en un intento de robo de su cartera en la urbanización Miraflores, Castilla, ...",País,10/06/2025,https://elcomercio.pe/videos/pais/robo-en-piura-mujer-arrastrada-por-su-cartera-en-miraflores-nnav-amtv-policiales-video-noticia/
Piura,EN VIVO | Siga el 7mo Foro de Desarrollo Económico Regional Piura 2025 realizado por el IPE,El evento será un espacio para el intercambio de ideas sobre los logros y retos para el desarrollo de la región entre diferentes agentes económic...,Perú,09/06/2025,https://elcomercio.pe/economia/peru/el-ipe-realizara-el-7mo-foro-de-desarrollo-economico-regional-piura-2025-evento-ipe-piura-noticia/
Piura,Sporting Cristal niega fin de contrato con Caja Piura y afirma que auspicio sigue vigente,Entidad financiera había anunciado que vínculo con el club terminó a inicios del 2025. Sporting Cristal lo desmiente y sostiene que aún es su aus...,Economía,04/06/2025,https://elcomercio.pe/economia/sporting-cristal-niega-fin-de-contrato-con-caja-piura-y-afirma-que-auspicio-sigue-vigente-ultimas-noticia/
Piura,Caja Piura denuncia a Sporting Cristal por utilizar su marca sin autorización: “Hemos dejado de auspiciar al club a inicios del 2025”,La entidad financiera dejó en claro que no tiene auspicio alguno con el club y tomarán las acciones legales necesarias para resguardar sus derech...,Perú,04/06/2025,https://elcomercio.pe/economia/peru/caja-piura-denuncia-a-sporting-cristal-por-utilizar-su-marca-sin-autorizacion-hemos-dejado-de-auspiciar-al-club-a-inicios-del-2025-l-sporting-cristal-l-ultimas-noticia/
Piura,Paciente supera cáncer con metástasis en tres órganos gracias a tratamiento integral en EsSalud Piura,Médicos del Hospital III José Cayetano Heredia realizaron dos operaciones de alta complejidad para que el paciente supere un cáncer avanzado.,Piura,26/05/2025,https://elcomercio.pe/peru/piura/paciente-supera-cancer-con-metastasis-en-tres-organos-gracias-a-tratamiento-integral-en-essalud-piura-noticia/
Piura,Temblor en Perú del sábado 10 de mayo: últimos sismos reportados por IGP en Piura,Mira aquí los reportes del Instituto Geofísico del Perú (IGP) sobre los últimos sismos en el país.,Respuestas,11/05/2025,https://elcomercio.pe/respuestas/temblor-en-peru-hoy-en-vivo-ultimo-sismo-de-mayo-hora-exacta-epicnentro-y-magnitud-segun-reporte-del-igp-moquegua-arequipa-instituto-geofisico-del-peru-lima-callao-lbposting-noticia/
Piura,Piura: niño se encuentra con una cría de zorro mientras jugaba en un parque,"La noche del 3 de mayo, un menor encontró una cría de zorro mientras jugaba en el parque Los Geranios, en el distrito de Castilla, Piura. Luego d...",País,04/05/2025,https://elcomercio.pe/videos/pais/piura-nino-se-encuentra-con-una-cria-de-zorro-mientras-jugaba-en-un-parque-nnav-video-tvpe-noticia/
Piura,Gisela Valcárcel reaparece en Piura y celebra la alfabetización de 200 mujeres,La conductora de televisión se mostró emocionada al acompañar a mujeres que completaron sus estudios primarios a través de un programa de alfabet...,Famosos,25/04/2025,https://elcomercio.pe/tvmas/famosos/gisela-valcarcel-reaparece-en-piura-y-celebra-alfabetizacion-de-200-mujeres-ultimas-noticia/
Piura,Piura: Niña de 9 años resulta con graves quemaduras tras explosión de botella de alcohol,"Una niña de 9 años fue derivada desde Piura al Instituto Nacional de Salud del Niño en San Borja, luego de sufrir quemaduras en el rostro. El inc...",País,24/04/2025,https://elcomercio.pe/videos/pais/piura-nina-de-9-anos-resulta-con-graves-quemaduras-tras-explosion-de-botella-de-alcohol-nnav-video-tvpe-noticia/
Piura,Mario Vargas Llosa: Piura realizará jornada cultural en homenaje al Nobel peruano,"Este miércoles 23 de abril, a las 7:00 p.m. la Municipalidad Provincial de Piura y la Asociación Pluma Libre organizarán una jornada cultural par...",Luces,23/04/2025,https://elcomercio.pe/luces/mario-vargas-llosa-piura-realizara-jornada-cultural-en-homenaje-al-nobel-ultimas-noticia/
Piura,¿Por qué Senamhi lanzó alerta ROJA en Piura y Cajamarca? Esto se sabe sobre posible fenómeno,La alerta roja exige a la población de estas regiones tomar medidas inmediatas.,Por qué,15/04/2025,https://elcomercio.pe/respuestas/por-que/por-que-senamhi-lanzo-alerta-roja-en-piura-y-cajamarca-esto-se-sabe-sobre-posible-fenomeno-tdpe-noticia/
Piura,Piura: escolares reciben clases en la capilla de un cementerio,Los alumnos se sientan en bloques de concreto y usan papelógrafos en lugar de pizarra. Su escuela quedó inhabilitada tras fuertes lluvias.,Perú,11/04/2025,https://elcomercio.pe/peru/piura-escolares-reciben-clases-en-capilla-de-un-cementerio-ultimas-noticia/
Piura,Piura: hombre salva de morir tras caída de motofurgón en Pacaipampa,"Dos personas intentaban cruzar un tramo afectado por las lluvias cuando el vehículo cayó al abismo. Uno de ellos salió ileso, pero la maniobra es...",País,08/04/2025,https://elcomercio.pe/videos/pais/piura-hombre-se-salva-de-morir-tras-caida-de-motofurgon-en-pacaipampa-nnav-amtv-video-noticia/
Piura,Escuela de Dirección de la Universidad de Piura presenta libro sobre urgencia de reformas estructurales,"La obra propone un camino hacia un futuro más próspero y equitativo para el Perú, resaltando la importancia de las reformas estructurales.",Perú,07/04/2025,https://elcomercio.pe/economia/peru/escuela-de-direccion-de-la-universidad-de-piura-presenta-libro-sobre-urgencia-de-reformas-estructurales-i-ultimas-noticia/
Piura,Ruidíaz al Atlético Grau: la historia que nadie sabe detrás de su arribo a Piura y por qué fue clave un amigo de la infancia,"El Comercio conversó con el directivo albo Diego Trigoso, quien fue clave para que la ‘Pulga’ acepte la oferta del elenco piurano. Asimismo, otro...",Fútbol peruano,04/04/2025,https://elcomercio.pe/deporte-total/futbol-peruano/raul-ruidiaz-al-atletico-grau-la-historia-que-nadie-sabe-detras-de-su-arribo-a-piura-y-por-que-fue-clave-un-amigo-de-la-infancia-liga-1-te-apuesto-noticia/
Piura,Wasi Mikuna suspende consumo de alimentos en 1.200 colegios de Piura tras intoxicación,"Escolares del colegio Elvira Castro de Quirós consumieron arroz con conservas de atún en aceite vegetal durante el desayuno, que fueron acompañad...",Piura,04/04/2025,https://elcomercio.pe/peru/piura/wasi-mikuna-suspende-consumo-de-alimentos-en-1200-colegios-en-region-piura-tras-intoxicacion-ultimas-noticia/
Piura,Midis sostiene que intoxicación masiva en Piura pudo ser por falta de higiene en colegio,La titular del Sector Leslie Urteaga indicó que esperarán los resultados del Ministerio de Salud para corroborar si los alimentos de Wasi Mikuna ...,Lima,04/04/2025,https://elcomercio.pe/lima/midis-intoxicacion-masiva-en-piura-pudo-ser-por-falta-de-higiene-en-colegio-leslie-urteaga-ultimas-noticia/
Piura,"Ferrocarril Lima-Ica avanza, moda peruana brilla en Europa y alarma por intoxicación escolar en Piura",Revisa aquí los comentarios editoriales de El Comercio este viernes 4 de abril.,Columnistas,04/04/2025,https://elcomercio.pe/opinion/columnistas/ferrocarril-lima-ica-avanza-moda-peruana-brilla-en-europa-y-alarma-por-intoxicacion-escolar-en-piura-noticia/
Piura,Wasi Mikuna paraliza la distribución de alimentos tras intoxicación de 50 escolares en Piura,Los estudiantes presentaron síntomas tras consumir las conservas de pescado y bebible de harina de plátano de este programa antes llamado Qali Wa...,Perú,03/04/2025,https://elcomercio.pe/peru/wasi-mikuna-paraliza-la-distribucion-de-alimentos-tras-intoxicacion-de-50-escolares-en-piura-qali-warma-ultimas-noticia/
Piura,Intoxicación en Piura: congresista de Fuerza Popular solicita citar a ministros Morgan Quero y Leslie Urteaga,Padres de familia denuncian que más de 50 alumnos de secundaria sufrieron de intoxicación tras haber ingerido latas de conserva de bonito y bebib...,Perú,03/04/2025,https://elcomercio.pe/peru/congreso-intoxicacion-piura-eduardo-castillo-de-fuerza-popular-solicita-citar-a-ministros-morgan-quero-y-leslie-midis-ultimas-noticia/
Piura,Piura: denuncia más de 50 alumnos intoxicados con alimentos de Wasi Mikuna,"Ocurrió en el colegio Elvira Castro de Quiroz, ubicado en el Medio Piura. Los escolares fueron ingresados de emergencia a la posta de Pachitea. P...",Perú,03/04/2025,https://elcomercio.pe/peru/piura-mas-de-50-alumnos-intoxicados-con-presuntos-alimentos-de-wasi-mikuna-colegio-elvira-castro-de-quiroz-minedu-ultimas-noticia/
Piura,¡Es oficial! Raúl Ruidíaz es nuevo futbolista de Atlético Grau de Piura,"Pese a que se le vinculó con Ayaucho FC, ‘La Pulga’ jugará el resto de la temporada en el club norteño.",Fútbol peruano,03/04/2025,https://elcomercio.pe/deporte-total/futbol-peruano/raul-ruidiaz-es-nuevo-futbolista-de-atletico-grau-de-piura-liga-1-te-apuesto-copa-sudamericana-ultimas-noticia/
Piura,Alcalde de Piura protagoniza violento accidente vehicular en carretera Paita–La Huaca,"Según testigos, Gabriel Madrid invadió el carril contrario y manejó de forma temeraria. El burgomaestre terminó chocando su auto contra unos tanq...",Perú,03/04/2025,https://elcomercio.pe/peru/alcalde-de-piura-gabriel-madrid-protagoniza-violento-accidente-vehicular-en-carretera-paitala-huaca-ultimas-noticia/
Piura,Piura: forado sin señalización casi provoca tragedia,"Dos jóvenes evitaron caer en un forado de 3 metros de profundidad en Sullana, pero su moto terminó hundida en el agua acumulada. El hueco, sin se...",País,02/04/2025,https://elcomercio.pe/videos/pais/piura-jovenes-se-salvan-de-caer-a-profundo-hueco-moto-accidente-sullana-nnav-amtv-video-noticia/
Piura,Piura: Intervienen con hidrojet tras afloramientos en calle Ramón Castilla de Catacaos,Actualmente en este distrito de ejecuta una obra de agua potable y alcantarillado,,30/03/2025,https://elcomercio.pe
Puno,Puno: Con ayuda de escáner descubren millonario cargamento de contrabando de cigarrillos coreanos,"Hace días, programa periodístico dio a conocer las rutas que hace estas mafias en norte del país. Policía Fiscal y la Sunat también detectaron me...",,26/06/2025,https://elcomercio.pe
Puno,Gobierno regional de Puno declara al Lago Titicaca sujeto de derecho pero el gobierno central de Perú se opone,El Consejo Regional de Puno aprobó una ordenanza que declara al Titicaca sujeto de derecho. La decisión se adoptó tras varios años de trabajo de ...,Ecología,23/05/2025,https://elcomercio.pe/tecnologia/ecologia/gobierno-regional-de-puno-declara-al-lago-titicaca-sujeto-de-derecho-pero-el-gobierno-central-de-peru-se-opone-noticia/
Puno,Tragedia en Puno: continúa búsqueda de sobrevivientes de bus que cayó al río Inambari,Hasta el momento se ha rescatado a dos personas: Marcial Luque Checa (38) y Demetrio Quispe Arias (64).,Puno,21/05/2025,https://elcomercio.pe/peru/puno/tragedia-en-puno-continua-busqueda-de-pasajeros-de-bus-que-cayo-al-rio-inambari-en-accidente-ultimas-noticia/
Puno,Puno encabezará programación cultural en la Feria del Libro de San Borja,Cancillería Puno impulsa la participación regional para promover identidad cultural y literaria.,Lima,19/05/2025,https://elcomercio.pe/lima/puno-encabezara-programacion-cultural-en-la-feria-del-libro-de-san-borja-ultimas-noticia/
Puno,"Gobierno prorroga estado de emergencia en Áncash, Huánuco, Madre de Dios y Puno por lluvias intensas",Medida regirá desde el 21 de mayo por un plazo de 30 días calendario.,Perú,17/05/2025,https://elcomercio.pe/peru/gobierno-prorroga-estado-de-emergencia-en-ancash-huanuco-madre-de-dios-y-puno-por-lluvias-intensas-ultimas-noticia/
Puno,Paro Nacional EN VIVO: unidades de transporte público circulan con normalidad en Lima; en Cusco y Puno hay bloqueos,La inacción del Gobierno frente al avance de la criminalidad en el país motivó a diferentes gremios de trabajadores a acatar la medida de protest...,Sucesos,14/05/2025,https://elcomercio.pe/lima/sucesos/paro-nacional-14-de-mayo-en-vivo-hoy-ultimas-noticias-de-medida-de-fuerza-contra-violencia-e-inseguridad-en-peru-transportistas-comerciantes-extorsiones-sicariato-boluarte-pnp-mininter-lbposting-noticia/
Puno,Paro nacional: bloquean puente Ilave en Puno generando perjuicio al comercio de la zona | VIDEO,Una gran cantidad de camiones de carga y buses interprovinciales quedaron varados en el sector a la espera de que se levante la medida.,Puno,14/05/2025,https://elcomercio.pe/peru/puno/paro-nacional-bloquean-puente-ilave-en-puno-generando-perjuicio-al-comercio-de-la-zona-video-ultimas-noticia/
Puno,"Perú triunfa en Sudamericano Femenino, Senamhi alerta crecida de ríos en Puno y presunto aumento salarial a Dina Boluarte  genera polémica",Revisa aquí los comentarios editoriales de hoy miércoles 7 de mayo.,Columnistas,07/05/2025,https://elcomercio.pe/opinion/columnistas/peru-triunfa-en-sudamericano-femenino-senamhi-alerta-crecida-de-rios-en-puno-y-presunto-aumento-salarial-a-dina-boluarte-genera-polemica-noticia/
Puno,Senamhi alerta incremento histórico en caudales de ríos de Puno por lluvias inusuales,Ríos tributarios del lago Titicaca presentan anomalías hídricas de hasta más del 100% respecto a sus promedios.,Puno,06/05/2025,https://elcomercio.pe/peru/puno/puno-senamhi-alerta-incremento-historico-en-caudales-de-rios-por-lluvias-inusuales-clima-temperaturas-ultimas-noticia/
Puno,Puno: Detienen a funcionario de Diresa por presunto encubrimiento en caso de intoxicación masiva de escolares,Ronald Loza Machicao habría recibido sobornos para alterar pruebas microbiológicas que exculpaban a la empresa proveedora Frigoinca.,Puno,06/05/2025,https://elcomercio.pe/peru/puno/puno-detienen-a-funcionario-de-diresa-por-presunto-encubrimiento-en-caso-de-intoxicacion-masiva-de-escolares-ultimas-noticia/
Puno,Detienen a 7 policías presuntamente implicados en robo a una vivienda en Puno,Los encapuchados dispararon al aire mientras escapaban de la vivienda. El asalto ocurrió a plena luz del día y ha atemorizado a los vecinos.,Perú,24/04/2025,https://elcomercio.pe/peru/puno-detienen-a-7-policias-terna-presuntamente-implicados-en-robo-a-una-vivienda-ultimas-noticia/
Puno,Cientos de fieles acompañaron la procesión del Señor de la Caída en Puno,Fe y devoción al Señor de la Caída en Viernes Santo. La sagrada imagen fue cargada por fieles hasta la cima del cerro Azoguini.,Perú,18/04/2025,https://elcomercio.pe/peru/semana-santa-cientos-de-fieles-acompanaron-la-procesion-del-senor-de-la-caida-en-puno-viernes-santo-ultimas-noticia/
Puno,"Lago Titicaca incrementó su nivel de agua por las intensas lluvias en Puno, informó Senamhi","La estación hidrológica Muelle Enafer reportó el último miércoles un nivel de agua promedio de 3,808.69 m.s.n.m., el valor más alto en lo que va ...",Perú,13/03/2025,https://elcomercio.pe/peru/lago-titicaca-incremento-su-nivel-de-agua-por-las-intensas-lluvias-en-puno-informo-senamhi-ultimas-noticia/
Puno,"Puno: al menos ocho personas, entre ellos dos menores, mueren tras naufragio de canoa","Ocho personas, entre ellos dos menores de edad, perdieron la vida tras el naufragio de una canoa en el río Inambari, en Puno. Equipos de rescate ...",País,12/02/2025,https://elcomercio.pe/videos/pais/al-menos-ocho-personas-mueren-tras-naufragio-de-canoa-nnav-tvpe-video-puno-rio-inambari-equipos-de-rescate-noticia/
Puno,Emilia Drago volvió a bailar en la Fiesta de la Virgen de la Candelaria en Puno,"La actriz y bailarina se mostró muy feliz de volvió a participar en la festividad de Punto, donde interpretó danzas como la Diablada y Caporales....",Farándula,10/02/2025,https://elcomercio.pe/tvmas/farandula/emilia-drago-volvio-a-bailar-en-la-fiesta-de-la-virgen-de-la-candelaria-en-puno-farandula-ultimas-noticia/
Puno,Puno: un muerto y dos presuntos desaparecidos tras caída de huaico en campamento minero,Las autoridades locales han iniciado remoción de escombros y asistencia a los damnificados.,Puno,31/01/2025,https://elcomercio.pe/peru/puno/puno-un-muerto-y-dos-desaparecidos-tras-huaico-en-campamento-minero-ultimas-noticia/
Puno,"Puno: carga de tráiler se suelta y aplasta camioneta, dejando dos muertos","La carga de un tráiler se desprendió de la cabina y aplastó una camioneta en la que viajaban cuatro personas, en la carretera Juliaca-Arequipa. T...",País,19/01/2025,https://elcomercio.pe/videos/pais/puno-carga-de-trailer-se-suelta-y-aplasta-camioneta-dejando-dos-muertos-accidente-nnav-video-amtv-noticia/
Puno,"Postula AQUÍ a las convocatorias de TRABAJO con salarios de hasta S/10.200 para Lima, Puno y otras regiones","Hoy diversas entidades públicas continúan en busca del mejor talento para cubrir importantes vacantes, y desde inicios de 2025 plantean procesos ...",Empleos,09/01/2025,https://elcomercio.pe/respuestas/empleos/postula-aqui-a-las-convocatorias-de-trabajo-con-salarios-de-hasta-s10200-para-lima-puno-y-otras-regiones-tdpe-noticia/
Puno,"SBS clausura entidad financiera informal en Lima, Arequipa y Puno","De acuerdo con lo verificado por la SBS, esta empresa venía promoviendo y realizando actividades de captación de fondos del público sin contar co...",Perú,19/12/2024,https://elcomercio.pe/economia/peru/sbs-clausura-entidad-financiera-informal-en-lima-arequipa-y-puno-i-ultimas-noticia/
Puno,Puno: derrumbe de muro de contención deja dos obreros muertos y uno grave,"El accidente ocurrió durante trabajos de cementación, y las autoridades han iniciado una investigación sobre las posibles irregularidades en la o...",Perú,04/12/2024,https://elcomercio.pe/peru/puno-derrumbe-de-muro-de-contencion-deja-dos-obreros-muertos-y-uno-grave-ultimas-noticia/
Puno,Rondas campesinas castigan a dos policías que habrían pedido coima de S/1500 a pasajero en Puno,Los suboficiales Juvenal Calla Díaz y Roger Hilasaca Chambi fueron obligados a realizar planchas y ranas en la plaza de San Gabán.,Perú,03/12/2024,https://elcomercio.pe/peru/puno-rondas-campesinas-castigan-a-dos-policias-que-habrian-pedido-coima-de-s1500-a-pasajero-durante-intervencion-pnp-ultimas-noticia/
Puno,Puno: madre e hija se salvan de morir tras ataque de perros callejeros,"Ambas fueron llevadas de emergencia al hospital Carlos Monge Medrano, donde se vienen recuperando.",Puno,15/11/2024,https://elcomercio.pe/peru/puno/puno-madre-de-familia-se-salva-de-morir-tras-ataque-de-perros-callejeros-ultimas-noticia/
Puno,Miniván cae a abismo y deja 15 fallecidos en Puno: niño de 4 años es el único sobreviviente,"Lamentable. La unidad de color blanco pertenecía a la empresa de transportes Amazonas. El pequeño presenta múltiples fracturas, además de un trau...",Perú,11/11/2024,https://elcomercio.pe/peru/puno-minivan-cae-a-abismo-y-deja-15-fallecidos-nino-de-4-anos-es-el-unico-sobreviviente-accidentes-de-transito-ultimas-noticia/
Puno,¿Cómo así los metaleros bailaban la Diablada? “Levántate y pelea”: el libro que explora el metal en el sur del Perú y en Puno,"En su nuevo libro, el escritor Christian Reynoso explora la escena metalera, su fusión con tradiciones andinas, y cómo esta comunidad superó esti...",Libros,09/11/2024,https://elcomercio.pe/luces/libros/como-asi-los-metaleros-bailaban-la-diablada-levantate-y-pelea-el-libro-que-explora-el-metal-en-el-sur-del-peru-y-en-puno-noticia/
Puno,Puno: fuerte huaico arrasa viviendas en Huanchicani,"Intensas lluvias causaron deslizamientos de tierra en Puno, afectando al menos diez viviendas. No se descarta la posibilidad de que haya personas...",País,02/11/2024,https://elcomercio.pe/videos/pais/fuerte-huaico-arrasa-viviendas-video-nnav-tvpe-puno-huanchicani-clima-naturaleza-noticia/
Puno,Chofer de automóvil muere al impactar contra camión de carga en la carretera Arequipa-Puno,El chofer de un automóvil perdió la vida al impactar de manera frontal contra un camión de carga en la carretera Arequipa-Puno. Las autoridades n...,País,26/10/2024,https://elcomercio.pe/videos/pais/chofer-de-automovil-muere-al-impactar-contra-camion-de-carga-en-la-carretera-arequipa-puno-accidente-nnav-video-amtv-noticia/
Puno,EN VIVO | El IPE realizará el 8° Foro de Desarrollo Económico Regional Puno - Juliaca 2024,El evento será un espacio para el intercambio de ideas sobre los logros y retos para el desarrollo de la región entre diferentes agentes económic...,Economía,09/10/2024,https://elcomercio.pe/economia/el-ipe-realizara-el-8-foro-de-desarrollo-economico-regional-puno-juliaca-2024-noticia/
Puno,Midis suspende distribución de enlatados ‘Don Simón’ por presunta corrupción en Puno,El ministro Julio Demartini anunció que ha separado a dos trabajadores de Qali Warma y que se ha formulado una denuncia penal contra la empresa F...,Perú,07/10/2024,https://elcomercio.pe/peru/qali-warma-midis-suspende-distribucion-de-enlatados-don-simon-por-presunta-corrupcion-en-puno-direccion-regional-de-salud-de-puno-ultimas-noticia/
Puno,Proveedor de Qali Warma habría pagado coimas para encubrir intoxicación en Puno,El programa ‘Punto Final’ reveló que la empresa Frigoinca habría incurrido en actos de corrupción.,Perú,07/10/2024,https://elcomercio.pe/peru/frigoinca-proveedor-de-qali-warma-habria-pagado-coimas-para-encubrir-intoxicacion-en-puno-diresa-ultimas-noticia/
Puno,Mánager de Pamela Franco responde por incumplimientos de conciertos en Cajamarca y Puno,"Irving Morales negó haber llegado a un acuerdo con la empresaria cajamarquina. En cuanto al matrimonio en Juliaca, donde Pamela Franco fue acusad...",Farándula,05/10/2024,https://elcomercio.pe/tvmas/farandula/manager-de-pamela-franco-responde-por-incumplimientos-de-conciertos-en-cajamarca-y-puno-farandula-ultimas-noticia/
San Martín,Martín Vizcarra: PJ evaluó pedido de prisión preventiva y reanuda audiencia este viernes,"“Existe un evidente y latente peligro de fuga”, enfatiza en la audiencia el fiscal Germán Juárez, quien advierte que el impedimento de salida del...",Justicia,26/06/2025,https://elcomercio.pe/politica/justicia/martin-vizcarra-en-vivo-poder-judicial-prision-preventiva-expresidente-fiscal-german-juarez-juicio-oral-presuntas-coimas-lomas-de-ilo-hospital-de-moquegua-noticia/
San Martín,Poder Judicial reanudará audiencia de prisión preventiva contra Martín Vizcarra este viernes 27 de junio,La sesión comenzará a las 9 am y en ella el exmandatario hará uso de la palabra.,Justicia,26/06/2025,https://elcomercio.pe/politica/justicia/martin-vizcarra-en-vivo-sigue-la-audiencia-del-poder-judicial-sobre-pedido-de-prision-preventiva-contra-expresidente-lbposting-noticia/
San Martín,"Videos revelan que Martín Vizcarra se desplazó sin seguridad del Estado por terminal de Moquegua, según fiscalía","El Ministerio Público advierte con esto que, contrario a lo que sostiene su defensa, el expresidente puede moverse sin restricciones e incluso si...",Justicia,26/06/2025,https://elcomercio.pe/politica/justicia/martin-vizcarra-videos-evidencian-que-expresidente-se-desplazo-sin-seguridad-del-estado-por-terminal-de-moquegua-advierte-fiscalia-obrainsa-iccgsa-lomas-de-ilo-hospital-de-moquegua-lava-jato-noticia/
San Martín,"“Los amo, sean fuertes”: el último mensaje de un padre a sus hijos antes de ser detenido por ICE en San Diego",Una redada de ICE en San Diego terminó con padres detenidos y un mensaje que sus hijos nunca olvidarán.,Historias,26/06/2025,https://elcomercio.pe/mag/historias/los-amo-sean-fuertes-el-ultimo-mensaje-de-un-padre-a-sus-hijos-antes-de-ser-detenido-por-ice-en-san-diego-nnda-nnni-noticia/
San Martín,Diana Seminario: ¿Le llegó la hora a Martín Vizcarra?,El pedido fiscal de seis meses de prisión preventiva contra Martín Vizcarra como parte del juicio oral que afronta por presuntas coimas cuando er...,Opinión,26/06/2025,https://elcomercio.pe/politica/opinion/diana-seminario-le-llego-la-hora-a-martin-vizcarra-esta-tarde-se-define-si-le-dan-seis-meses-de-prision-preventiva-videocolumna-del-jueves-26-de-junio-noticia/
San Martín,Martín Liberman ‘liquida’ a Boca Juniors por empatar ante  Auckland City en el Mundial de Clubes: “El peor equipo de la historia de Boca Juniors”,El popular ‘Colorado’ se refirió a la sorprendente eliminación de Boca en el Mundial de Clubes. El periodista fue muy crítico con el rendimiento ...,Deportes,25/06/2025,https://elcomercio.pe/respuestas/deportes/martin-liberman-liquida-a-boca-juniors-por-empatar-ante-auckland-city-en-el-mundial-de-clubes-el-peor-equipo-de-la-historia-de-boca-juniors-tdpe-noticia/
San Martín,"San Borja registró el aire más contaminado de Lima en mayo, según Senamhi","Altas concentraciones de polvo, polen y hollín fueron detectadas en la estación del Senamhi ubicada en este distrito.",Lima,25/06/2025,https://elcomercio.pe/lima/san-borja-registro-el-aire-mas-contaminado-de-lima-en-mayo-segun-senamhi-ultimas-noticia/
San Martín,Fiscalía pide seis meses de prisión preventiva contra Martín Vizcarra: estos son los argumentos,"El Poder Judicial postergó para este jueves a las 5 de la tarde la audiencia. Según la fiscalía, el expresidente podría fugar a Bolivia o pedir a...",Justicia,25/06/2025,https://elcomercio.pe/politica/justicia/fiscalia-pide-seis-meses-de-prision-preventiva-contra-martin-vizcarra-estos-son-los-argumentos-noticia/
San Martín,México: once muertos en ataque armado durante fiesta de San Juan en Guanajuato,"Entre las víctimas se hallan un menor de 17 años, además de ocho hombres y dos mujeres.",México,25/06/2025,https://elcomercio.pe/mundo/mexico/once-muertos-en-ataque-armado-durante-fiesta-de-san-juan-en-el-centro-de-mexico-ultimas-noticia/
San Martín,Fiscalía solicita 6 meses de prisión preventiva contra Martín Vizcarra por casos Lomas de Ilo y Hospital de Moquegua,Pedido del equipo especial del caso Lava Jato será evaluado por el Quinto Juzgado de Investigación Preparatoria Nacional este miércoles 25 de jun...,Justicia,24/06/2025,https://elcomercio.pe/politica/justicia/martin-vizcarra-fiscalia-solicita-6-meses-de-prision-preventiva-contra-expresidente-por-presuntas-coimas-cuando-era-gobernador-regional-de-moquegua-hospital-de-moquegua-lomas-de-ilo-ultimas-noticia/
San Martín,Origen de la Fiesta de San Juan en Perú y por qué se celebra el 24 de junio,Un sector del país conmemora anualmente una efemérides pintoresca y muy tradicional que se prolonga por varios días con la ejecución de diversas ...,Efemérides,24/06/2025,https://elcomercio.pe/respuestas/efemerides/fiesta-de-san-juan-en-peru-origen-por-que-se-celebra-el-24-de-junio-y-donde-tdpe-noticia/
San Martín,Fiesta de San Juan: conoce 5 destinos claves para vivir esta celebración en el oriente del país,"Se trata de una festividad que une tradición, naturaleza y sabor en la Amazonía peruana.",Perú,24/06/2025,https://elcomercio.pe/peru/fiesta-de-san-juan-conoce-cinco-destinos-clave-para-vivir-esta-celebracion-en-el-oriente-del-pais-noticia/
