Departamento,Festividad,Título del Video,URL
Lima,Semana de cañete y festival de arte negro,EP. 40: SEMANA DE CAÑETE 2022 | FIESTA DE CAÑETE | Y EL FESTIVAL DEL ARTE NEGRO??,https://www.youtube.com/watch?v=Ywa__Bntvg8&pp=ygU1U2VtYW5hIGRlIGNhw7FldGUgeSBmZXN0aXZhbCBkZSBhcnRlIG5lZ3JvIExpbWEgUGVyw7o%3D
Lima,Festividad de la Virgen de Cocharcas,Procesión extraordinaria de la Virgen de Cocharcas de Lima - Perú 28/08/22,https://www.youtube.com/watch?v=-Ej8PhY8v-w&pp=ygUvRmVzdGl2aWRhZCBkZSBsYSBWaXJnZW4gZGUgQ29jaGFyY2FzIExpbWEgUGVyw7o%3D
Lima,"Festividad de la Virgen Purísima y escenificación
de la muerte del Inca",Festividad en honor a la Virgen Purísima Concepción Túcume | PERÚ PROFUNDO 🇵🇪,https://www.youtube.com/watch?v=x86F0Jdsd6w&pp=ygVTRmVzdGl2aWRhZCBkZSBsYSBWaXJnZW4gUHVyw61zaW1hIHkgZXNjZW5pZmljYWNpw7NuZGUgbGEgbXVlcnRlIGRlbCBJbmNhIExpbWEgUGVyw7o%3D
Lima,"Escenificación de la muerte del Inca
y fiesta de San Jerónimo de CopaOctubre-noviembre Lima Temporada de toros en la
Plaza de Acho",😱INCREÍBLE LA CORNAMENTA‼️DE ESTE TORO BRAVO DE HERMANOS CAMBRONELL.💯,https://www.youtube.com/shorts/ClEd3Tx3SSs
Lima,Fiesta del Agua. Moros y cristianos,Fábula infantil de la fiesta de Moros y Cristianos de Dénia,https://www.youtube.com/watch?v=YacOzOwvDhQ&pp=ygUuRmllc3RhIGRlbCBBZ3VhLiBNb3JvcyB5IGNyaXN0aWFub3MgTGltYSBQZXLDug%3D%3D
Lima,"Fiesta del Agua o Champería en San Pedro
de casta",san pedro de casta fiesta del agua carrera especial champeria 2011,https://www.youtube.com/watch?v=Vaeq3VqogQM&pp=ygU8Rmllc3RhIGRlbCBBZ3VhIG8gQ2hhbXBlcsOtYSBlbiBTYW4gUGVkcm9kZSBjYXN0YSBMaW1hIFBlcsO60gcJCdgJAYcqIYzv
Lima,Procesiones del Señor de los Milagros,"🇵🇪 LA PROCESIÓN MÁS GRANDE, El Señor de los Milagros | Lima, Perú",https://www.youtube.com/watch?v=wzDOPCumcJs&pp=ygUxUHJvY2VzaW9uZXMgZGVsIFNlw7FvciBkZSBsb3MgTWlsYWdyb3MgTGltYSBQZXLDug%3D%3D
Lima,Día de la Canción Criolla,Día de la canción Criolla | Recorrímos las peñas criollas de Lima,https://www.youtube.com/watch?v=r2Flz522u8g&pp=ygUmRMOtYSBkZSBsYSBDYW5jacOzbiBDcmlvbGxhIExpbWEgUGVyw7rSBwkJ2AkBhyohjO8%3D
Loreto,"Aniversario del arribo al puerto de los buques
de la Marina de Guerra (el bergantín Próspero)",CORBETA MISILERA DE LA MARINA DE GUERRA DEL PERÚ 🇵🇪,https://www.youtube.com/shorts/Tmo767Xmrk4
Loreto,"Creación política del Departamento
Marítimo Militar de Loreto",Poponen la creación de la zona económica especial de Loreto,https://www.youtube.com/watch?v=CbGaE8viAPA&pp=ygVMQ3JlYWNpw7NuIHBvbMOtdGljYSBkZWwgRGVwYXJ0YW1lbnRvTWFyw610aW1vIE1pbGl0YXIgZGUgTG9yZXRvIExvcmV0byBQZXLDug%3D%3D
Loreto,Fiesta de carnavales,Fiesta Loretana - Loreto // Sangre Leonardina // Saltur Tierra Hermosa - Renovación Folklorica,https://www.youtube.com/watch?v=W9qFdM0MnWk&list=RDW9qFdM0MnWk&start_radio=1&pp=ygUhRmllc3RhIGRlIGNhcm5hdmFsZXMgTG9yZXRvIFBlcsO6oAcB
Loreto,Procesión de Palmas,domingo de ramos Jesus de las palmas El Templo de capuchinas 2023,https://www.youtube.com/shorts/TIi5wCZSdiI
Loreto,"San Antonio, danza de los cabezones",Fiesta a la Llariwa - Danza Loreto - Perú,https://www.youtube.com/watch?v=g_Uk_UYMlU0&list=RDg_Uk_UYMlU0&start_radio=1&pp=ygUwU2FuIEFudG9uaW8sIGRhbnphIGRlIGxvcyBjYWJlem9uZXMgTG9yZXRvIFBlcsO6oAcB
Loreto,Fiesta de San Juan,La fiesta más feliz de Loreto: San Juan DE IQUITOS | Perú Pe,https://www.youtube.com/watch?v=5AC6NfaUJ3A&pp=ygUfRmllc3RhIGRlIFNhbiBKdWFuIExvcmV0byBQZXLDug%3D%3D
Loreto,Fiesta de San Pedro y San Pablo,Ancón celebra con fe y alegría a San Pedro y San Pablo en su tradicional fiesta en el mar,https://www.youtube.com/watch?v=-gUd0esRyVg&pp=ygUsRmllc3RhIGRlIFNhbiBQZWRybyB5IFNhbiBQYWJsbyBMb3JldG8gUGVyw7o%3D
Loreto,Fiesta Patronal de la Virgen del Carmen,FIESTA PATRONAL HONOR A LA SANTISIMA VIRGEN DEL CARMEN - PATRONA DE LOS LACHAQUINOS - PARTE 1,https://www.youtube.com/watch?v=W2VPtBtRpUA&pp=ygU0Rmllc3RhIFBhdHJvbmFsIGRlIGxhIFZpcmdlbiBkZWwgQ2FybWVuIExvcmV0byBQZXLDutIHCQnYCQGHKiGM7w%3D%3D
Loreto,Fiesta de la Santa Cruz de los Motilones,Celebran fiesta patronal en honor a la santa cruz de los motilones en San Martín,https://www.youtube.com/watch?v=dyLOlndHmkE&pp=ygU1Rmllc3RhIGRlIGxhIFNhbnRhIENydXogZGUgbG9zIE1vdGlsb25lcyBMb3JldG8gUGVyw7o%3D
Loreto,Feria Agropecuaria Artesanal de Jenaro Herrera,Agricultura en Jenaro Herrera - Requena - Loreto - Perú,https://www.youtube.com/watch?v=f2Gf1rAUhyM&pp=ygU7RmVyaWEgQWdyb3BlY3VhcmlhIEFydGVzYW5hbCBkZSBKZW5hcm8gSGVycmVyYSBMb3JldG8gUGVyw7o%3D
Loreto,La Virgen de las Nieves,PADRE CARLOS NARRA BREVE HISTORIA DE LA IGLESIA MATRIZ DE YURIMAGUAS VIRGEN DE LAS NIEVES,https://www.youtube.com/watch?v=Qr3SIMkW-84&pp=ygUkTGEgVmlyZ2VuIGRlIGxhcyBOaWV2ZXMgTG9yZXRvIFBlcsO6
Loreto,Fiesta de los Chayahuitas,CHAYAHUITAS,https://www.youtube.com/watch?v=yR7bOGExn_E&pp=ygUmRmllc3RhIGRlIGxvcyBDaGF5YWh1aXRhcyBMb3JldG8gUGVyw7o%3D
Loreto,Nuestra Señora de la Natividad,FESTIVIDAD DE LA NATIVIDAD DE MARÍA Y VIRGEN DE LORETO 2016,https://www.youtube.com/watch?v=WhS_v38keTI&pp=ygUsTnVlc3RyYSBTZcOxb3JhIGRlIGxhIE5hdGl2aWRhZCBMb3JldG8gUGVyw7rSBwkJ2AkBhyohjO8%3D
Loreto,Santo Tomás,LORETO: Carretera de Santo Tomás en 90% + La Libertad: Centro de salud de Pósope Alto en 90%,https://www.youtube.com/watch?v=ODMR6OJLDas&pp=ygUZU2FudG8gVG9tw6FzIExvcmV0byBQZXLDug%3D%3D
Loreto,Fiesta de los Telentenos y del Amana,Fiesta a la Llariwa - Danza Loreto - Perú,https://www.youtube.com/watch?v=g_Uk_UYMlU0&list=RDg_Uk_UYMlU0&start_radio=1&pp=ygUxRmllc3RhIGRlIGxvcyBUZWxlbnRlbm9zIHkgZGVsIEFtYW5hIExvcmV0byBQZXLDuqAHAQ%3D%3D
Loreto,Fiesta de la Inmaculada Concepción,FIESTA PATRONAL VILLA LAGUNAS 2015 DEL 1 AL 8 DE DICIEMBRE,https://www.youtube.com/watch?v=nsjVBsdBGiw&pp=ygUwRmllc3RhIGRlIGxhIElubWFjdWxhZGEgQ29uY2VwY2nDs24gTG9yZXRvIFBlcsO6
Madre De Dios,Día de la artesanía,DÍA DEL ARTESANO PERUANO MADRE DE DIOS PERU,https://www.youtube.com/watch?v=sjsT34JJXIU&pp=ygUpRMOtYSBkZSBsYSBhcnRlc2Fuw61hIE1hZHJlIERlIERpb3MgUGVyw7o%3D
Madre De Dios,Carnaval de Comparsas,🎭 ¡Carnaval Madre de Dios 2025 – Tukuy Yawar en Pukllay! 🌿💃🔥,https://www.youtube.com/watch?v=bWgHSGx6Zjg&pp=ygUpQ2FybmF2YWwgZGUgQ29tcGFyc2FzIE1hZHJlIERlIERpb3MgUGVyw7o%3D
Madre De Dios,Semana Santa,Reportaje al Perú: Madre de Dios (04/06/2023) | TVPerú,https://www.youtube.com/watch?v=1Vx9whQQUhM&pp=ygUgU2VtYW5hIFNhbnRhIE1hZHJlIERlIERpb3MgUGVyw7o%3D
Madre De Dios,Fiesta de las Cruces Religiosas,FIESTA DE LAS CRUCES,https://www.youtube.com/watch?v=_qW8Xpt0Ajc&pp=ygUzRmllc3RhIGRlIGxhcyBDcnVjZXMgUmVsaWdpb3NhcyBNYWRyZSBEZSBEaW9zIFBlcsO6
Madre De Dios,Fiesta de la Cruz,🎉 CARNAVAL MADRE DE DIOS 2025 – LA FIESTA MÁS ALEGRE DE LA SELVA PERUANA 🌴💃,https://www.youtube.com/shorts/EAnj3WPFrb8
Madre De Dios,La Virgen de Chapi,Virgencita De Chapi - Takillakkta,https://www.youtube.com/watch?v=mY9jzqdJqx8&list=RDmY9jzqdJqx8&start_radio=1&pp=ygUmTGEgVmlyZ2VuIGRlIENoYXBpIE1hZHJlIERlIERpb3MgUGVyw7qgBwE%3D
Madre De Dios,Fiesta de San Juan (Caserío del Prado),MADRE DE DIOS -FESTIAMAZONIA- 2013 -SAN JUAN EN EL PRADO,https://www.youtube.com/watch?v=o_9UEQrlhzg&pp=ygU7Rmllc3RhIGRlIFNhbiBKdWFuIChDYXNlcsOtbyBkZWwgUHJhZG8pIE1hZHJlIERlIERpb3MgUGVyw7o%3D
Madre De Dios,Fiesta de San Pedro y San Pablo,Ancón celebra con fe y alegría a San Pedro y San Pablo en su tradicional fiesta en el mar,https://www.youtube.com/watch?v=-gUd0esRyVg&pp=ygUzRmllc3RhIGRlIFNhbiBQZWRybyB5IFNhbiBQYWJsbyBNYWRyZSBEZSBEaW9zIFBlcsO6
Madre De Dios,Fiesta del Caserío de Cachuela,Amor por Madre de Dios-amd- Visita a Cachuela Oviedo y al 3°Aniversario upis 10 de Abril,https://www.youtube.com/watch?v=I2f4pkopZzY&pp=ygUzRmllc3RhIGRlbCBDYXNlcsOtbyBkZSBDYWNodWVsYSBNYWRyZSBEZSBEaW9zIFBlcsO6
Madre De Dios,Semana turística de Madre de Dios,Reportaje al Perú: Madre de Dios (04/06/2023) | TVPerú,https://www.youtube.com/watch?v=1Vx9whQQUhM&pp=ygU2U2VtYW5hIHR1csOtc3RpY2EgZGUgTWFkcmUgZGUgRGlvcyBNYWRyZSBEZSBEaW9zIFBlcsO6
Madre De Dios,"Feria agropecuaria, industrial y artesanal","34 feria Agropecuaria, Agroindustrial y Artesanal de Madre de Dios. Del 26 al 30 de julio",https://www.youtube.com/watch?v=QvunxSR68w8&pp=ygU-RmVyaWEgYWdyb3BlY3VhcmlhLCBpbmR1c3RyaWFsIHkgYXJ0ZXNhbmFsIE1hZHJlIERlIERpb3MgUGVyw7o%3D
Madre De Dios,Chachapoyas,Reportaje al Perú: Madre de Dios (04/06/2023) | TVPerú,https://www.youtube.com/watch?v=1Vx9whQQUhM&pp=ygUfQ2hhY2hhcG95YXMgTWFkcmUgRGUgRGlvcyBQZXLDug%3D%3D
Madre De Dios,Feria de alimentos nativos y artesanía,ARTESANAS EN LA EXPO AMAZONICA MADRE DE DIOS 2015,https://www.youtube.com/watch?v=pbrJ80WObQ4&pp=ygU7RmVyaWEgZGUgYWxpbWVudG9zIG5hdGl2b3MgeSBhcnRlc2Fuw61hIE1hZHJlIERlIERpb3MgUGVyw7o%3D
Madre De Dios,Fiesta de la comunidad nativa de Palma Real,COMUNIDAD DE PALMA REAL - MADRE DE DIOS PERU,https://www.youtube.com/watch?v=S-SLZ1sZc6E&pp=ygU_Rmllc3RhIGRlIGxhIGNvbXVuaWRhZCBuYXRpdmEgZGUgUGFsbWEgUmVhbCBNYWRyZSBEZSBEaW9zIFBlcsO6
Madre De Dios,"Aniversario de la creación política
 del departamento de Dios (1912)",Víctor Isla en Centenario de la Creación Política de Madre de Dios,https://www.youtube.com/watch?v=fmKQhAmyAz4&pp=ygVZQW5pdmVyc2FyaW8gZGUgbGEgY3JlYWNpw7NuIHBvbMOtdGljYSBkZWwgZGVwYXJ0YW1lbnRvIGRlIERpb3MgKDE5MTIpIE1hZHJlIERlIERpb3MgUGVyw7o%3D
Moquegua,Virgen de la Candelaria.,Virgen de la Candelaria 2020 Torata-Moquegua,https://www.youtube.com/watch?v=ozQc9BqS3vg&list=RDozQc9BqS3vg&start_radio=1&pp=ygUnVmlyZ2VuIGRlIGxhIENhbmRlbGFyaWEuIE1vcXVlZ3VhIFBlcsO6oAcB0gcJCdgJAYcqIYzv
Moquegua,Semana Turística.,MOQUEGUA: 5 maravillas ocultas que debes conocer | Turismo | Viajes,https://www.youtube.com/watch?v=99YAbhTGa-M&pp=ygUhU2VtYW5hIFR1csOtc3RpY2EuIE1vcXVlZ3VhIFBlcsO6
Moquegua,Aniversario del departamento.,475 aniversario de Moquegua,https://www.youtube.com/watch?v=OkXGAtYosMU&pp=ygUsQW5pdmVyc2FyaW8gZGVsIGRlcGFydGFtZW50by4gTW9xdWVndWEgUGVyw7o%3D
Moquegua,Fiesta de las Cruces.,FIESTA DE LAS CRUCES - MOQUEGUA - VIDEO CLIP - CARUMARCA 2010 - PRODUCCIONES ISA,https://www.youtube.com/watch?v=OuRTxiNZM5Q&list=RDOuRTxiNZM5Q&start_radio=1&pp=ygUkRmllc3RhIGRlIGxhcyBDcnVjZXMuIE1vcXVlZ3VhIFBlcsO6oAcB
Moquegua,Fiesta de San Isidro Labrador.,SAN ISIDRO LABRADOR FIESTA PATRONAL DE CARUMAS 2024 MOQUEGUA PERU,https://www.youtube.com/watch?v=iGJWFrcsQzg&pp=ygUtRmllc3RhIGRlIFNhbiBJc2lkcm8gTGFicmFkb3IuIE1vcXVlZ3VhIFBlcsO6
Moquegua,Aniversario de la provincia.,Aniversario de la creación política de la provincia de Ilo (Moquegua) – 26 de mayo,https://www.youtube.com/watch?v=sZKeZaGmu2M&pp=ygUrQW5pdmVyc2FyaW8gZGUgbGEgcHJvdmluY2lhLiBNb3F1ZWd1YSBQZXLDug%3D%3D
Moquegua,Aniversario.,475 aniversario de Moquegua,https://www.youtube.com/watch?v=OkXGAtYosMU&pp=ygUbQW5pdmVyc2FyaW8uIE1vcXVlZ3VhIFBlcsO6
Moquegua,Festividad de la Virgen del Carmen.,"Dia de fiesta en honor a nuestra Santísima Virgen del Carmen, Moquegua 13 de julio del 2024.",https://www.youtube.com/watch?v=44zPrCB1gME&pp=ygUyRmVzdGl2aWRhZCBkZSBsYSBWaXJnZW4gZGVsIENhcm1lbi4gTW9xdWVndWEgUGVyw7o%3D
Moquegua,Fiesta Patronal de Santa Fortunata.,EN OCTUBRE MOQUEGUA CELEBRA FESTIVIDAD A SANTA FORTUNATA.14/09/17,https://www.youtube.com/watch?v=o441O9SXYwY&pp=ygUyRmllc3RhIFBhdHJvbmFsIGRlIFNhbnRhIEZvcnR1bmF0YS4gTW9xdWVndWEgUGVyw7o%3D
Moquegua,Aniversario del distrito.,Aniversario del Distrito de Coalaque 2019 - Moquegua,https://www.youtube.com/watch?v=5_NH4mMD5pI&pp=ygUoQW5pdmVyc2FyaW8gZGVsIGRpc3RyaXRvLiBNb3F1ZWd1YSBQZXLDutIHCQnYCQGHKiGM7w%3D%3D
Moquegua,Fiesta de la Inmaculada Concepción.,"Ubinas Inmaculada Concepción, Lima 08 Dic 2013 (Parte 1)",https://www.youtube.com/watch?v=yHqH3eUuyx8&pp=ygUzRmllc3RhIGRlIGxhIElubWFjdWxhZGEgQ29uY2VwY2nDs24uIE1vcXVlZ3VhIFBlcsO6
Moquegua,"Aniversario de la provincia y Semana Turística
de Moquegua",ANIVERSARIO COMTUR MOQUEGUA,https://www.youtube.com/watch?v=B58saHv8LjI&pp=ygVJQW5pdmVyc2FyaW8gZGUgbGEgcHJvdmluY2lhIHkgU2VtYW5hIFR1csOtc3RpY2FkZSBNb3F1ZWd1YSBNb3F1ZWd1YSBQZXLDug%3D%3D
Moquegua,La Inmaculada Concepción.,CONOCIENDO EL MIRADOR INMACULADA CONCEPCION - SAMEGUA MOQUEGUA 2023,https://www.youtube.com/watch?v=05h73epcR-w&pp=ygUpTGEgSW5tYWN1bGFkYSBDb25jZXBjacOzbi4gTW9xdWVndWEgUGVyw7o%3D
Pasco,Danza de los Negritos.,LOS NEGRITOS DE VICCO - PASCO - PERÚ 2023,https://www.youtube.com/watch?v=QgS28WXjTp8&pp=ygUiRGFuemEgZGUgbG9zIE5lZ3JpdG9zLiBQYXNjbyBQZXLDug%3D%3D
Pasco,Fiesta Patronal y Danza Patronal.,"Pasco Peru""AUQUIZ DANZA""en Pallanchacra 2011",https://www.youtube.com/watch?v=7yosHM7Z74I&pp=ygUtRmllc3RhIFBhdHJvbmFsIHkgRGFuemEgUGF0cm9uYWwuIFBhc2NvIFBlcsO6
Pasco,Calixtrada. Carnaval y Festival de Mulizas.,"GOBIERNO REGIONAL PASCO - CALIXTRADA, EL ESPECIAL",https://www.youtube.com/watch?v=GzzTRo0V77k&pp=ygU3Q2FsaXh0cmFkYS4gQ2FybmF2YWwgeSBGZXN0aXZhbCBkZSBNdWxpemFzLiBQYXNjbyBQZXLDug%3D%3D
Pasco,Fiesta de las Cruces.,FISTA DE LAS CRUCES DE MAYO EN CERRO DE PASCO,https://www.youtube.com/watch?v=gsuq_35Nhvs&pp=ygUhRmllc3RhIGRlIGxhcyBDcnVjZXMuIFBhc2NvIFBlcsO6
Pasco,Fiesta de San Pedro y San Pablo.,Fiesta Patronal en Honor a ✨🔴 San Pedro y San Pablo ticlacayan🔴29.06.2025,https://www.youtube.com/watch?v=vGKcVHfPqmM&pp=ygUsRmllc3RhIGRlIFNhbiBQZWRybyB5IFNhbiBQYWJsby4gUGFzY28gUGVyw7o%3D
Pasco,"Danzas de Chunchos y de Pallas y escenificación
de la muerte del Inca.","#ApoyosEconómicos - Continuidad y rescate de las danzas pallas y chunchos de Porcón, Cajamarca.",https://www.youtube.com/watch?v=vkaL-81jz4k&pp=ygVSRGFuemFzIGRlIENodW5jaG9zIHkgZGUgUGFsbGFzIHkgZXNjZW5pZmljYWNpw7NuZGUgbGEgbXVlcnRlIGRlbCBJbmNhLiBQYXNjbyBQZXLDug%3D%3D
Pasco,Semana Turística.,"🇵🇪 Cerro de Pasco: 2 Lugares TURISTICOS en 1 día 🍃🏞️ COMO LLEGAR ‼️ Turismo en Lima, Pasco Peru tour",https://www.youtube.com/watch?v=n-VmM963Xuw&pp=ygUeU2VtYW5hIFR1csOtc3RpY2EuIFBhc2NvIFBlcsO6
Pasco,La Virgen de las Nieves.,FESTIVIDAD EN HONOR A LA VIRGEN DE LAS NIEVES - VILLA DE PASCO 2021 ( Vol. 04 ),https://www.youtube.com/watch?v=b5yqVRsxy8c&pp=ygUkTGEgVmlyZ2VuIGRlIGxhcyBOaWV2ZXMuIFBhc2NvIFBlcsO6
Pasco,Aniversario de la Fundación (1891).,FELIZ ANIVERSARIO CREACIÓN POLÍTICA DE OXAPAMPA - PERU,https://www.youtube.com/watch?v=9LZsBzoPy2s&pp=ygUwQW5pdmVyc2FyaW8gZGUgbGEgRnVuZGFjacOzbiAoMTg5MSkuIFBhc2NvIFBlcsO6
Pasco,Semana Turística de Oxapampa.,Oxapampa celebra 20 años de la Semana Turística de la Selva Central,https://www.youtube.com/watch?v=S7lIOAxb-aw&pp=ygUqU2VtYW5hIFR1csOtc3RpY2EgZGUgT3hhcGFtcGEuIFBhc2NvIFBlcsO6
Pasco,"Creación de Villa Rica (1944). Semana
Turística de Villa Rica y Torneo de Cintas.
Aniversario de D. Alcidez Carrión.",Rumbo al torneo de cintas en Villa Rica 2022,https://www.youtube.com/shorts/h1GYWnHK0EY
Pasco,La Inmaculada Concepción.,"Intro Parroquia Inmaculada Concepción de Paucartambo, Pasco, Perú. ATRACTIVO TURÍSTICO.",https://www.youtube.com/watch?v=5L_a4eYqieI&pp=ygUmTGEgSW5tYWN1bGFkYSBDb25jZXBjacOzbi4gUGFzY28gUGVyw7o%3D
Piura,"Feria Internacional de Reyes y Festival de la
Canción (ferias de artesanía, concursos
folclóricos con participantes de Ecuador
y Colombia) Fecha central: 6.",Feria Internacional ExpoSol,https://www.youtube.com/shorts/FVkoLmTfB_M
Piura,"Fiesta de Herodes del Balcón y los Tres
Reyes. Bajada de Reyes.",🔴🔵Piura: Pobladores del caserío Narihualá celebran la tradicional Bajada de Reyes,https://www.youtube.com/watch?v=nH2APHrmTBc&pp=ygVLRmllc3RhIGRlIEhlcm9kZXMgZGVsIEJhbGPDs24geSBsb3MgVHJlc1JleWVzLiBCYWphZGEgZGUgUmV5ZXMuIFBpdXJhIFBlcsO6
Piura,"Aniversario de la creación política
de la provincia.",80° Aniversario de Creación Política de la Provincia de Morropón,https://www.youtube.com/watch?v=_ALYcSx8SmQ&pp=ygVBQW5pdmVyc2FyaW8gZGUgbGEgY3JlYWNpw7NuIHBvbMOtdGljYWRlIGxhIHByb3ZpbmNpYS4gUGl1cmEgUGVyw7o%3D
Piura,San Sebastián y San Chabaquito.,Yapatera: un pueblo de Piura habitado mayormente por afro descendientes,https://www.youtube.com/watch?v=hmyGeaiDmFw&pp=ygUsU2FuIFNlYmFzdGnDoW4geSBTYW4gQ2hhYmFxdWl0by4gUGl1cmEgUGVyw7o%3D
Piura,Festival del Señor de Chocán.,"SEÑOR DE CHOCÁN - VIDEO. QUERECOTILLO, SULLANA, PIURA - PERÚ",https://www.youtube.com/watch?v=sX4prlxycYw&pp=ygUrRmVzdGl2YWwgZGVsIFNlw7FvciBkZSBDaG9jw6FuLiBQaXVyYSBQZXLDug%3D%3D
Piura,Semana de Talara y Feria.,Semana turística | Travel Talara,https://www.youtube.com/watch?v=qvVGcnreUpU&pp=ygUlU2VtYW5hIGRlIFRhbGFyYSB5IEZlcmlhLiBQaXVyYSBQZXLDug%3D%3D
Piura,Aniversario de la Fundación del Departamento.,15º Aniversario Fundación Casvi en Piura (Perú),https://www.youtube.com/watch?v=qrF_x7_Ws4Y&pp=ygU6QW5pdmVyc2FyaW8gZGUgbGEgRnVuZGFjacOzbiBkZWwgRGVwYXJ0YW1lbnRvLiBQaXVyYSBQZXLDug%3D%3D
Piura,Representación de Moctezuma.,Semana de representación - Piura 2/2 (01/09/17),https://www.youtube.com/watch?v=1bf8M9nM_M4&pp=ygUpUmVwcmVzZW50YWNpw7NuIGRlIE1vY3RlenVtYS4gUGl1cmEgUGVyw7o%3D
Piura,"Procesión de El Señor Triunfante
en burro. Misa y bendición de palmas.",DOMINGO DE RAMOS bendición de las palmas y procesión del Señor triunfante Ayabaca 2023,https://www.youtube.com/watch?v=C5y7HE-9QQc&pp=ygVUUHJvY2VzacOzbiBkZSBFbCBTZcOxb3IgVHJpdW5mYW50ZWVuIGJ1cnJvLiBNaXNhIHkgYmVuZGljacOzbiBkZSBwYWxtYXMuIFBpdXJhIFBlcsO6
Piura,Procesión de El Señor Cautivo.,Piura: Peregrinos llegan de rodillas para venerar la imagen del Señor Cautivo de Ayabaca,https://www.youtube.com/watch?v=yHFvwNH5Q3c&pp=ygUsUHJvY2VzacOzbiBkZSBFbCBTZcOxb3IgQ2F1dGl2by4gUGl1cmEgUGVyw7o%3D
Piura,Procesión de El Señor de la Caña.,La Libertad : celebran 92° de la festividad del Señor de la Caña de Chiclín,https://www.youtube.com/watch?v=7U3_ehGbNjU&pp=ygUwUHJvY2VzacOzbiBkZSBFbCBTZcOxb3IgZGUgbGEgQ2HDsWEuIFBpdXJhIFBlcsO6
Piura,Encuentro del Señor con Santa Verónica.,Encuentro Jesús Nazareno y Santa Verónica - Semana Santa 2025,https://www.youtube.com/watch?v=X81MiqUOf5I&pp=ygU1RW5jdWVudHJvIGRlbCBTZcOxb3IgY29uIFNhbnRhIFZlcsOzbmljYS4gUGl1cmEgUGVyw7o%3D
Piura,Procesión de Cristo Resucitado.,¡Nuestro Señor Jesucristo ha resucitado!,https://www.youtube.com/watch?v=yYYuNaZK5LQ&pp=ygUsUHJvY2VzacOzbiBkZSBDcmlzdG8gUmVzdWNpdGFkby4gUGl1cmEgUGVyw7o%3D
Piura,Fiesta de la Cruz.,"Fiesta en honor a la santisima cruz de Serrán-piura,Perú 2021",https://www.youtube.com/watch?v=TxDB0XlPthI&pp=ygUeRmllc3RhIGRlIGxhIENydXouIFBpdXJhIFBlcsO6
Piura,Fiesta de San Isidro.,DESTINO CRUEL - STAR SENSUAL - EN VIVO SAN ISIDRO- HUARMACA -PIURA,https://www.youtube.com/watch?v=Wp5D6fw2xN4&list=RDWp5D6fw2xN4&start_radio=1&pp=ygUhRmllc3RhIGRlIFNhbiBJc2lkcm8uIFBpdXJhIFBlcsO6oAcB
Piura,Corpus Christi.,CORPUS CHRISTI PIURA,https://www.youtube.com/watch?v=j2Y6oe3vDE4&pp=ygUbQ29ycHVzIENocmlzdGkuIFBpdXJhIFBlcsO60gcJCdgJAYcqIYzv
Piura,Aniversario de la ciudad.,Aniversario de Piura: Alcalde anuncia endeudamiento por más de S/ 100 millones | Pasó en el Perú,https://www.youtube.com/shorts/IWNV_vDaxm4
Piura,Fiesta de San Juan.,Así se vivió la Fiesta de San Juan en Pucallpa | Domingo al Día | Perú,https://www.youtube.com/watch?v=EFBMCGj9sKg&pp=ygUfRmllc3RhIGRlIFNhbiBKdWFuLiBQaXVyYSBQZXLDug%3D%3D
Piura,Festividad de San Pedro.,COMO VIVÍ LA FIESTA DE SAN PEDRO Y SAN PEDRO EN PAITA ?,https://www.youtube.com/watch?v=BKMBUSkq_Jc&pp=ygUkRmVzdGl2aWRhZCBkZSBTYW4gUGVkcm8uIFBpdXJhIFBlcsO6
Piura,Virgen del Perpetuo Socorro.,Guardada de la Virgen del Perpetuo Socorro Piura-Perú año 2016,https://www.youtube.com/watch?v=laoZ9vUUbo8&pp=ygUoVmlyZ2VuIGRlbCBQZXJwZXR1byBTb2NvcnJvLiBQaXVyYSBQZXLDug%3D%3D
Piura,La Virgen del Carmen. Día central: 14.,Procesión de la Virgen del Carmen de Huancabamba Piura 2024 #danza #fe #tradicionesperuanas,https://www.youtube.com/shorts/z4zdoM48h7k
Piura,Festividad de la Virgen del Carmen.,VERBENA EN HONOR A LA SANTISIMA VIRGEN DEL CARMEN🕊Festividad de Medio Año -La Unión - Piura,https://www.youtube.com/watch?v=nPa5ZfO0FK4&list=RDnPa5ZfO0FK4&start_radio=1&pp=ygUvRmVzdGl2aWRhZCBkZSBsYSBWaXJnZW4gZGVsIENhcm1lbi4gUGl1cmEgUGVyw7qgBwE%3D
Piura,Nuestra Señora de La Asunción.,"Descubre Sondor: Festividad de la Virgen de la Asunción y Juegos Extremos | Piura, Perú | 4K",https://www.youtube.com/watch?v=KRtxlvtSo4U&pp=ygUsTnVlc3RyYSBTZcOxb3JhIGRlIExhIEFzdW5jacOzbi4gUGl1cmEgUGVyw7o%3D
Piura,"Feria del Café. Fiesta de Santa Rosa
de Lima.",Día del Café Peruano: bebidas y hasta cervezas con este grano podrá encontrar en feria,https://www.youtube.com/watch?v=UFyvPbzYWMc&pp=ygU5RmVyaWEgZGVsIENhZsOpLiBGaWVzdGEgZGUgU2FudGEgUm9zYWRlIExpbWEuIFBpdXJhIFBlcsO6
