departamento,lugar_recomendado,descripcion,precio,duracion,url
Puno,Apartamento en Puno,"Mini Apartamento Full Amoblado, Puno.",S/384,por 5 noches,https://www.airbnb.com.pe/rooms/1407186513161063743?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048381_P3DqcqzmEYvMmeg7&previous_page_section_name=1000&federated_search_id=7ab3e336-4a39-45c6-9a21-05256e27221f
Puno,Habitación en Puno,Habitación equipada 403,S/259,por 5 noches,https://www.airbnb.com.pe/rooms/1384405567955076242?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&photo_id=2116447921&source_impression_id=p3_1752048381_P3_JjBIeglkMCG9Z&previous_page_section_name=1000&federated_search_id=7ab3e336-4a39-45c6-9a21-05256e27221f
Puno,Apartamento en Puno,Departamento de estreno,S/467,,https://www.airbnb.com.pe/rooms/1458990497710291780?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048381_P3ge0shjuI0bK2cY&previous_page_section_name=1000&federated_search_id=7ab3e336-4a39-45c6-9a21-05256e27221f
Puno,Apartamento en Puno,Hermoso departamento en Puno,S/446,por 5 noches,https://www.airbnb.com.pe/rooms/1325649545012806573?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048381_P3gII7By0ecbNGNG&previous_page_section_name=1000&federated_search_id=7ab3e336-4a39-45c6-9a21-05256e27221f
San Martín,Apartamento en Tarapoto,Mini depa en zona céntrica Tarapoto monoambiente,S/415,por 5 noches,https://www.airbnb.com.pe/rooms/1173287052308198140?search_mode=regular_search&adults=1&check_in=2025-07-28&check_out=2025-08-02&children=0&infants=0&pets=0&source_impression_id=p3_1752048391_P3r47S1cNp5puZie&previous_page_section_name=1000&federated_search_id=db9634d2-5b51-426f-9e1b-399e7bf83b9a
San Martín,Apartamento en Tarapoto,Tranquilo y céntrico departamento,S/406,por 5 noches,https://www.airbnb.com.pe/rooms/1431853618949882447?search_mode=regular_search&adults=1&check_in=2025-07-14&check_out=2025-07-19&children=0&infants=0&pets=0&source_impression_id=p3_1752048394_P3fRQHn_wFmM31uF&previous_page_section_name=1000&federated_search_id=db9634d2-5b51-426f-9e1b-399e7bf83b9a
San Martín,Apartamento en Tarapoto,Terraza con vista panorámica,S/632,por 5 noches,https://www.airbnb.com.pe/rooms/1447153363736910789?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048394_P3eQAb3XZO6zRqte&previous_page_section_name=1000&federated_search_id=db9634d2-5b51-426f-9e1b-399e7bf83b9a
San Martín,Habitación en Tarapoto,Casa Tesoro Selva Room,S/350,por 5 noches,https://www.airbnb.com.pe/rooms/1016156417797147688?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-11&check_out=2025-07-16&children=0&infants=0&pets=0&photo_id=1772465145&source_impression_id=p3_1752048394_P3p2qnAQXEJE9uSE&previous_page_section_name=1000&federated_search_id=db9634d2-5b51-426f-9e1b-399e7bf83b9a
San Martín,Apartamento en Tarapoto,Mini Depa Helechito,S/642,por 5 noches,https://www.airbnb.com.pe/rooms/1013262914597462355?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048394_P3mJ-4iBmlrpJMiW&previous_page_section_name=1000&federated_search_id=db9634d2-5b51-426f-9e1b-399e7bf83b9a
San Martín,Lugar para quedarse en Tarapoto,Hab. a 6 cuadras de plaza Tarapoto/con friobar,S/315,por 5 noches,https://www.airbnb.com.pe/rooms/1081272543148990699?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048394_P3v6B1BRDXlLQr-E&previous_page_section_name=1000&federated_search_id=db9634d2-5b51-426f-9e1b-399e7bf83b9a
San Martín,Habitación en Tarapoto,Habitación privada con cocina común - 201,S/228,por 5 noches,https://www.airbnb.com.pe/rooms/1312452094228875159?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-17&check_out=2025-07-22&children=0&infants=0&pets=0&photo_id=2088260407&source_impression_id=p3_1752048394_P3mslL2bhc6o0OGT&previous_page_section_name=1000&federated_search_id=db9634d2-5b51-426f-9e1b-399e7bf83b9a
San Martín,Apartamento en Tarapoto,CASA MONA 2 - Apartamento en Tarapoto,S/875,por 5 noches,https://www.airbnb.com.pe/rooms/1000551857610586841?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048394_P3oyz7IjlfoJvQWA&previous_page_section_name=1000&federated_search_id=db9634d2-5b51-426f-9e1b-399e7bf83b9a
San Martín,Apartamento en Tarapoto,Departamento con aire acondicionado,S/759,por 5 noches,https://www.airbnb.com.pe/rooms/1217545367201012779?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048394_P30p35a9GfE1D_YG&previous_page_section_name=1000&federated_search_id=db9634d2-5b51-426f-9e1b-399e7bf83b9a
San Martín,Casa de huéspedes en Tarapoto,Varu House Cama Queen (a 3 calles de la plaza),S/500,por 5 noches,https://www.airbnb.com.pe/rooms/1314119404349517413?search_mode=regular_search&adults=1&check_in=2025-07-12&check_out=2025-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1752048394_P340DA-4s0_8YBvo&previous_page_section_name=1000&federated_search_id=db9634d2-5b51-426f-9e1b-399e7bf83b9a
Tacna,Apartamento en Tacna,Departamento en Tacna,S/592,por 5 noches,https://www.airbnb.com.pe/rooms/1439474432483489328?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048403_P3OMU3ipaAO2zP-g&previous_page_section_name=1000&federated_search_id=abfb6341-342a-4aa6-af66-03e264536ad8
Tacna,Apartamento en Tacna,Moderno ambiente Centro de Tacna 301,S/427,por 5 noches,https://www.airbnb.com.pe/rooms/1363224273981622369?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048406_P36F5UunQf7jY9A2&previous_page_section_name=1000&federated_search_id=abfb6341-342a-4aa6-af66-03e264536ad8
Tacna,Apartamento en Tacna,Moderno apartamento en el Centro de Tacna 201,S/467,por 5 noches,https://www.airbnb.com.pe/rooms/1352887522511435045?search_mode=regular_search&adults=1&check_in=2025-07-15&check_out=2025-07-20&children=0&infants=0&pets=0&source_impression_id=p3_1752048406_P3ODfLj5VUEuU1rO&previous_page_section_name=1000&federated_search_id=abfb6341-342a-4aa6-af66-03e264536ad8
Tacna,Apartamento en Tacna,Estancia Acogedora en Tacna,S/388,por 5 noches,https://www.airbnb.com.pe/rooms/1379046011885357135?search_mode=regular_search&adults=1&check_in=2025-08-11&check_out=2025-08-16&children=0&infants=0&pets=0&source_impression_id=p3_1752048406_P3v8CfhgjD5C9vhu&previous_page_section_name=1000&federated_search_id=abfb6341-342a-4aa6-af66-03e264536ad8
Tacna,Apartamento en Tacna,Cómodo apartamento en el Centro de Tacna 033,S/507,por 5 noches,https://www.airbnb.com.pe/rooms/1376096928718886867?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048406_P3uDeU1v1iQJ72nR&previous_page_section_name=1000&federated_search_id=abfb6341-342a-4aa6-af66-03e264536ad8
Tacna,Condo en Tacna,Hermoso departamento en condominio,S/572,,https://www.airbnb.com.pe/rooms/696505690292812264?search_mode=regular_search&adults=1&check_in=2025-07-10&check_out=2025-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1752048406_P3gRzga0d-BK3Pq9&previous_page_section_name=1000&federated_search_id=abfb6341-342a-4aa6-af66-03e264536ad8
Tacna,Apartamento en Tacna,Departamento de 2 dormitorios: Escapa de la rutina,S/759,por 5 noches,https://www.airbnb.com.pe/rooms/1418492510553262543?search_mode=regular_search&adults=1&check_in=2025-07-17&check_out=2025-07-22&children=0&infants=0&pets=0&source_impression_id=p3_1752048406_P38YlY-81ItTetnD&previous_page_section_name=1000&federated_search_id=abfb6341-342a-4aa6-af66-03e264536ad8
Tacna,Apartamento en Tacna,"Depa con cochera, terraza y lavanderia",S/563,por 5 noches,https://www.airbnb.com.pe/rooms/1431206176434470501?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048406_P3Z9IVokSobiBYKC&previous_page_section_name=1000&federated_search_id=abfb6341-342a-4aa6-af66-03e264536ad8
Tacna,Apartamento en Tacna,"Casa Izarza Apt 2 habitaciones, Cochera",S/584,por 5 noches,https://www.airbnb.com.pe/rooms/1377785698322735643?search_mode=regular_search&adults=1&check_in=2025-07-13&check_out=2025-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1752048406_P3U_QRfqtHSqORth&previous_page_section_name=1000&federated_search_id=abfb6341-342a-4aa6-af66-03e264536ad8
Tacna,Apartamento en Tacna,Mono Ambiente cochera / terraza,S/555,por 5 noches,https://www.airbnb.com.pe/rooms/1437793846441321375?search_mode=regular_search&adults=1&check_in=2025-07-14&check_out=2025-07-19&children=0&infants=0&pets=0&source_impression_id=p3_1752048406_P3EsIXcmuxDb5KLQ&previous_page_section_name=1000&federated_search_id=abfb6341-342a-4aa6-af66-03e264536ad8
Tumbes,Condo en Punta Sal,El Refugio bungalow 2 en 1er piso,S/765,,https://www.airbnb.com.pe/rooms/34548793?search_mode=regular_search&adults=1&check_in=2025-07-10&check_out=2025-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1752048416_P3i4mcZXastlMQ5t&previous_page_section_name=1000&federated_search_id=05829aae-8506-4618-a522-f21b86b8e144
Tumbes,Apartamento en Punta Sal,Dulce Vista al mar: Depa Moderno 2-habitaciones,"S/1,594",,https://www.airbnb.com.pe/rooms/969500988773146041?search_mode=regular_search&adults=1&check_in=2025-07-30&check_out=2025-08-04&children=0&infants=0&pets=0&source_impression_id=p3_1752048418_P3gB87CpyWskcqPn&previous_page_section_name=1000&federated_search_id=05829aae-8506-4618-a522-f21b86b8e144
Tumbes,Bungalow en Canoas de Punta Sal,Bungalow Guaju,"S/1,984",por 5 noches,https://www.airbnb.com.pe/rooms/636281875082971993?search_mode=regular_search&adults=1&check_in=2025-07-13&check_out=2025-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1752048418_P3WiwnEoSSwO8EgX&previous_page_section_name=1000&federated_search_id=05829aae-8506-4618-a522-f21b86b8e144
Tumbes,Apartamento en Punta Sal,« Dulce Estudio Cerca del Mar » Full Internet/AC,"S/1,175",por 5 noches,https://www.airbnb.com.pe/rooms/1118851553972876212?search_mode=regular_search&adults=1&check_in=2025-08-03&check_out=2025-08-08&children=0&infants=0&pets=0&source_impression_id=p3_1752048418_P36qeDXg7HFxM5cy&previous_page_section_name=1000&federated_search_id=05829aae-8506-4618-a522-f21b86b8e144
Tumbes,Villa en Punta Sal,Punta Sal Luxury Beachfront Villa: Casa Palo Santo,"S/6,854",por 5 noches,https://www.airbnb.com.pe/rooms/1133852792194061089?search_mode=regular_search&adults=1&check_in=2025-08-24&check_out=2025-08-29&children=0&infants=0&pets=0&source_impression_id=p3_1752048418_P3nl6qrbJ01Xi9Pk&previous_page_section_name=1000&federated_search_id=05829aae-8506-4618-a522-f21b86b8e144
Tumbes,Condo en Punta Sal,"El Refugio Bungalow #4 ,2do piso vista al mar",S/765,,https://www.airbnb.com.pe/rooms/36833375?search_mode=regular_search&adults=1&check_in=2025-07-11&check_out=2025-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1752048418_P3530yXz-5580aHx&previous_page_section_name=1000&federated_search_id=05829aae-8506-4618-a522-f21b86b8e144
Tumbes,Alojamiento en Punta Sal,« Hermosa Casa frente al mar-A pasos de la playa »,"S/3,325",por 5 noches,https://www.airbnb.com.pe/rooms/1207898501538987106?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048418_P3kYfbzzDDB_yp2T&previous_page_section_name=1000&federated_search_id=05829aae-8506-4618-a522-f21b86b8e144
Tumbes,Cabaña en Canoas de Punta Sal,Ribera del Norte | Bungalow familiar c/Piscina,"S/2,460",por 5 noches,https://www.airbnb.com.pe/rooms/1449321145754116140?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048418_P3Ae1L7YxxWNlMPn&previous_page_section_name=1000&federated_search_id=05829aae-8506-4618-a522-f21b86b8e144
Tumbes,Casa de huéspedes en Punta Sal,Hab familiar en Punta Sal !,S/905,por 5 noches,https://www.airbnb.com.pe/rooms/1320289995259301533?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048418_P3JFnZjYWCV9H-G8&previous_page_section_name=1000&federated_search_id=05829aae-8506-4618-a522-f21b86b8e144
Tumbes,Habitación en Punta Sal,Bungalow para pareja,S/817,por 5 noches,https://www.airbnb.com.pe/rooms/1260928429165926120?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&photo_id=2006542041&source_impression_id=p3_1752048418_P3QteIXzDaIQruyq&previous_page_section_name=1000&federated_search_id=05829aae-8506-4618-a522-f21b86b8e144
Ucayali,Apartamento en Pucallpa,Casa Samita 2,S/436,por 5 noches,https://www.airbnb.com.pe/rooms/1454619286225030650?search_mode=regular_search&adults=1&check_in=2025-07-18&check_out=2025-07-23&children=0&infants=0&pets=0&source_impression_id=p3_1752048428_P3osFIwM21KMp_-P&previous_page_section_name=1000&federated_search_id=595a336f-8120-47d6-a9bd-772129d0babf
Ucayali,Apartamento en Yarinacocha District,Habitación cómoda y bien ubicada,S/280,por 5 noches,https://www.airbnb.com.pe/rooms/1415950150776597280?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048430_P35XFbuOmakjbEXy&previous_page_section_name=1000&federated_search_id=595a336f-8120-47d6-a9bd-772129d0babf
Ucayali,Habitación en Pucallpa,Centro de Pucallpa Cuarto Elegante y Limpio.,S/228,por 5 noches,https://www.airbnb.com.pe/rooms/1408134837936368822?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&photo_id=2193657919&source_impression_id=p3_1752048430_P35mQ-0YIftd0stU&previous_page_section_name=1000&federated_search_id=595a336f-8120-47d6-a9bd-772129d0babf
Ucayali,Casa de huéspedes en Pucallpa,D - Elegante Duplex Privada con AC en el Centro,S/338,,https://www.airbnb.com.pe/rooms/1108935612829385584?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048430_P3ZXB3rFPbx7K-cO&previous_page_section_name=1000&federated_search_id=595a336f-8120-47d6-a9bd-772129d0babf
Ucayali,Apartamento en Pucallpa,Mini.Dpto cerca al open plaza con acceso a terraza,S/420,por 5 noches,https://www.airbnb.com.pe/rooms/1305640545639082213?search_mode=regular_search&adults=1&check_in=2025-07-10&check_out=2025-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1752048430_P3nn_ZCSGIDEqIKM&previous_page_section_name=1000&federated_search_id=595a336f-8120-47d6-a9bd-772129d0babf
Ucayali,Habitación en Pucallpa,La posada del Virrey,S/270,por 5 noches,https://www.airbnb.com.pe/rooms/541565913358563753?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-11&check_out=2025-07-16&children=0&infants=0&pets=0&photo_id=1851281633&source_impression_id=p3_1752048430_P3biKwnDEtcGThGM&previous_page_section_name=1000&federated_search_id=595a336f-8120-47d6-a9bd-772129d0babf
Ucayali,Apartamento en Pucallpa,Departamento Céntrico en Pucallpa,S/510,por 5 noches,https://www.airbnb.com.pe/rooms/1429032076280498852?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048430_P3yfTwCWxkeKSucN&previous_page_section_name=1000&federated_search_id=595a336f-8120-47d6-a9bd-772129d0babf
Ucayali,Apartamento en Pucallpa,"Bonito, Centrico y fresco MiniApartamento Bol/Fact",S/350,por 5 noches,https://www.airbnb.com.pe/rooms/685420291397315468?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048430_P3fBFxqmvVEGKtP4&previous_page_section_name=1000&federated_search_id=595a336f-8120-47d6-a9bd-772129d0babf
Ucayali,Condo en Pucallpa,Apartamento Moderno En Pucallpa +Transporte PickUp,S/531,por 5 noches,https://www.airbnb.com.pe/rooms/1357462400634982645?search_mode=regular_search&adults=1&check_in=2025-07-28&check_out=2025-08-02&children=0&infants=0&pets=0&source_impression_id=p3_1752048430_P37V41mRVpSG_Kyp&previous_page_section_name=1000&federated_search_id=595a336f-8120-47d6-a9bd-772129d0babf
Ucayali,Apartamento en Pucallpa,1 Primer Piso Aire Acond. wifi alto limpio centric,S/566,por 5 noches,https://www.airbnb.com.pe/rooms/1392355522406513482?search_mode=regular_search&adults=1&check_in=2025-07-11&check_out=2025-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1752048430_P3j86JxtcS6tB2C1&previous_page_section_name=1000&federated_search_id=595a336f-8120-47d6-a9bd-772129d0babf
